nohup: ignoring input
/root/.openclaw/workspace/polymarket_engine/radar_engine.py:339: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
  f"{datetime.utcnow().isoformat()} | "
2026-03-13T15:00:32.475785 | deploy=0 watch=7
2026-03-13T15:01:32.476785 | deploy=0 watch=7
2026-03-13T15:02:32.477836 | deploy=0 watch=7
2026-03-13T15:03:32.478963 | deploy=0 watch=7
2026-03-13T15:04:32.479951 | deploy=0 watch=7
2026-03-13T15:05:32.480963 | deploy=0 watch=7
2026-03-13T15:06:32.482540 | deploy=0 watch=7
2026-03-13T15:07:32.483541 | deploy=0 watch=7
2026-03-13T15:08:32.484644 | deploy=0 watch=7
2026-03-13T15:09:32.486037 | deploy=0 watch=7
2026-03-13T15:10:32.487326 | deploy=0 watch=7
2026-03-13T15:11:32.488704 | deploy=0 watch=7
2026-03-13T15:12:32.489826 | deploy=0 watch=7
2026-03-13T15:13:32.490782 | deploy=0 watch=7
2026-03-13T15:14:32.492063 | deploy=0 watch=7
2026-03-13T15:15:32.493145 | deploy=0 watch=7
2026-03-13T15:16:32.494319 | deploy=0 watch=7
2026-03-13T15:17:32.495548 | deploy=0 watch=7
2026-03-13T15:18:32.496541 | deploy=0 watch=7
2026-03-13T15:19:32.497811 | deploy=0 watch=7
2026-03-13T15:20:32.498985 | deploy=0 watch=7
2026-03-13T15:21:32.500423 | deploy=0 watch=7
2026-03-13T15:22:32.501702 | deploy=0 watch=7
2026-03-13T15:23:32.502968 | deploy=0 watch=7
2026-03-13T15:24:32.504386 | deploy=0 watch=7
2026-03-13T15:25:32.505602 | deploy=0 watch=7
2026-03-13T15:26:32.506707 | deploy=0 watch=7
2026-03-13T15:27:32.507968 | deploy=0 watch=7
2026-03-13T15:28:32.509298 | deploy=0 watch=7
2026-03-13T15:29:32.510441 | deploy=0 watch=7
2026-03-13T15:30:32.511952 | deploy=0 watch=7
2026-03-13T15:31:32.513160 | deploy=0 watch=7
2026-03-13T15:32:32.514673 | deploy=0 watch=7
2026-03-13T15:33:32.516233 | deploy=0 watch=7
2026-03-13T15:34:32.517691 | deploy=0 watch=7
2026-03-13T15:35:32.518991 | deploy=0 watch=7
2026-03-13T15:36:32.519999 | deploy=0 watch=7
2026-03-13T15:37:32.521053 | deploy=0 watch=7
2026-03-13T15:38:32.522072 | deploy=0 watch=7
2026-03-13T15:39:32.523281 | deploy=0 watch=7
2026-03-13T15:40:32.524600 | deploy=0 watch=7
2026-03-13T15:41:32.525781 | deploy=0 watch=7
2026-03-13T15:42:32.527195 | deploy=0 watch=7
2026-03-13T15:43:32.528430 | deploy=0 watch=7
2026-03-13T15:44:32.529532 | deploy=0 watch=7
2026-03-13T15:45:32.530803 | deploy=0 watch=7
2026-03-13T15:46:32.532055 | deploy=0 watch=7
2026-03-13T15:47:32.533246 | deploy=0 watch=7
2026-03-13T15:48:32.534375 | deploy=0 watch=7
2026-03-13T15:49:32.535566 | deploy=0 watch=7
2026-03-13T15:50:32.536698 | deploy=0 watch=7
2026-03-13T15:51:32.537908 | deploy=0 watch=7
2026-03-13T15:52:32.539130 | deploy=0 watch=7
2026-03-13T15:53:32.540237 | deploy=0 watch=7
2026-03-13T15:54:32.541246 | deploy=0 watch=7
2026-03-13T15:55:32.542305 | deploy=0 watch=7
2026-03-13T15:56:32.543787 | deploy=0 watch=7
2026-03-13T15:57:32.545126 | deploy=0 watch=7
2026-03-13T15:58:32.546152 | deploy=0 watch=7
2026-03-13T15:59:32.547158 | deploy=0 watch=7
2026-03-13T16:00:32.548157 | deploy=0 watch=7
2026-03-13T16:01:32.549206 | deploy=0 watch=7
2026-03-13T16:02:32.550492 | deploy=0 watch=7
2026-03-13T16:03:32.551786 | deploy=0 watch=7
2026-03-13T16:04:32.552927 | deploy=0 watch=7
2026-03-13T16:05:32.554275 | deploy=0 watch=7
2026-03-13T16:06:32.555352 | deploy=0 watch=7
2026-03-13T16:07:32.556415 | deploy=0 watch=7
2026-03-13T16:08:32.557528 | deploy=0 watch=7
2026-03-13T16:09:32.558645 | deploy=0 watch=7
2026-03-13T16:10:32.559953 | deploy=0 watch=7
2026-03-13T16:11:32.561205 | deploy=0 watch=7
2026-03-13T16:12:32.562355 | deploy=0 watch=7
2026-03-13T16:13:32.563641 | deploy=0 watch=7
2026-03-13T16:14:32.564656 | deploy=0 watch=7
2026-03-13T16:15:32.565889 | deploy=0 watch=7
2026-03-13T16:16:32.567227 | deploy=0 watch=7
2026-03-13T16:17:32.568309 | deploy=0 watch=7
2026-03-13T16:18:32.569367 | deploy=0 watch=7
2026-03-13T16:19:32.570844 | deploy=0 watch=7
2026-03-13T16:20:32.571910 | deploy=0 watch=7
2026-03-13T16:21:32.573149 | deploy=0 watch=7
2026-03-13T16:22:32.574597 | deploy=0 watch=7
2026-03-13T16:23:32.575992 | deploy=0 watch=7
2026-03-13T16:24:32.577241 | deploy=0 watch=7
2026-03-13T16:25:32.578835 | deploy=0 watch=7
2026-03-13T16:26:32.579933 | deploy=0 watch=7
2026-03-13T16:27:32.581186 | deploy=0 watch=7
2026-03-13T16:28:32.582498 | deploy=0 watch=7
2026-03-13T16:29:32.583729 | deploy=0 watch=7
2026-03-13T16:30:32.585041 | deploy=0 watch=7
2026-03-13T16:31:32.586439 | deploy=0 watch=7
2026-03-13T16:32:32.587464 | deploy=0 watch=7
2026-03-13T16:33:32.588600 | deploy=0 watch=7
2026-03-13T16:34:32.589992 | deploy=0 watch=7
2026-03-13T16:35:32.591019 | deploy=0 watch=7
2026-03-13T16:36:32.592030 | deploy=0 watch=7
2026-03-13T16:37:32.593188 | deploy=0 watch=7
2026-03-13T16:38:32.594516 | deploy=0 watch=7
2026-03-13T16:39:32.595685 | deploy=0 watch=7
2026-03-13T16:40:32.596804 | deploy=0 watch=7
2026-03-13T16:41:32.598054 | deploy=0 watch=7
2026-03-13T16:42:32.599441 | deploy=0 watch=7
2026-03-13T16:43:32.600547 | deploy=0 watch=7
2026-03-13T16:44:32.601960 | deploy=0 watch=7
2026-03-13T16:45:32.603406 | deploy=0 watch=7
2026-03-13T16:46:32.604505 | deploy=0 watch=7
2026-03-13T16:47:32.605830 | deploy=0 watch=7
2026-03-13T16:48:32.607511 | deploy=0 watch=7
2026-03-13T16:49:32.608667 | deploy=0 watch=7
2026-03-13T16:50:32.610133 | deploy=0 watch=7
2026-03-13T16:51:32.611132 | deploy=0 watch=7
2026-03-13T16:52:32.612467 | deploy=0 watch=7
2026-03-13T16:53:32.613508 | deploy=0 watch=7
2026-03-13T16:54:32.614593 | deploy=0 watch=7
2026-03-13T16:55:32.615725 | deploy=0 watch=7
2026-03-13T16:56:32.616903 | deploy=0 watch=7
2026-03-13T16:57:32.617976 | deploy=0 watch=7
2026-03-13T16:58:32.619058 | deploy=0 watch=7
2026-03-13T16:59:32.620291 | deploy=0 watch=7
2026-03-13T17:00:32.623415 | deploy=0 watch=7
2026-03-13T17:01:32.624650 | deploy=0 watch=7
2026-03-13T17:02:32.625664 | deploy=0 watch=7
2026-03-13T17:03:32.626958 | deploy=0 watch=7
2026-03-13T17:04:32.628434 | deploy=0 watch=7
2026-03-13T17:05:32.630849 | deploy=0 watch=7
2026-03-13T17:06:32.632454 | deploy=0 watch=7
2026-03-13T17:07:32.633716 | deploy=0 watch=7
2026-03-13T17:08:32.635158 | deploy=0 watch=7
2026-03-13T17:09:32.636242 | deploy=0 watch=7
2026-03-13T17:10:32.637489 | deploy=0 watch=7
2026-03-13T17:11:32.638575 | deploy=0 watch=7
2026-03-13T17:12:32.639778 | deploy=0 watch=7
2026-03-13T17:13:32.640910 | deploy=0 watch=7
2026-03-13T17:14:32.642159 | deploy=0 watch=7
2026-03-13T17:15:32.643300 | deploy=0 watch=7
2026-03-13T17:16:32.644490 | deploy=0 watch=7
2026-03-13T17:17:32.645471 | deploy=0 watch=7
2026-03-13T17:18:32.646534 | deploy=0 watch=7
2026-03-13T17:19:32.647709 | deploy=0 watch=7
2026-03-13T17:20:32.648915 | deploy=0 watch=7
2026-03-13T17:21:32.650199 | deploy=0 watch=7
2026-03-13T17:22:32.651221 | deploy=0 watch=7
2026-03-13T17:23:32.652326 | deploy=0 watch=7
2026-03-13T17:24:32.653561 | deploy=0 watch=7
2026-03-13T17:25:32.654833 | deploy=0 watch=7
2026-03-13T17:26:32.656671 | deploy=0 watch=7
2026-03-13T17:27:32.657926 | deploy=0 watch=7
2026-03-13T17:28:32.659132 | deploy=0 watch=7
2026-03-13T17:29:32.660041 | deploy=0 watch=7
2026-03-13T17:30:32.661000 | deploy=0 watch=7
2026-03-13T17:31:32.662141 | deploy=0 watch=7
2026-03-13T17:32:32.663256 | deploy=0 watch=7
2026-03-13T17:33:32.664272 | deploy=0 watch=7
2026-03-13T17:34:32.665549 | deploy=0 watch=7
2026-03-13T17:35:32.666835 | deploy=0 watch=7
2026-03-13T17:36:32.668667 | deploy=0 watch=7
2026-03-13T17:37:32.669843 | deploy=0 watch=7
2026-03-13T17:38:32.670850 | deploy=0 watch=7
2026-03-13T17:39:32.672107 | deploy=0 watch=7
2026-03-13T17:40:32.673275 | deploy=0 watch=7
2026-03-13T17:41:32.674572 | deploy=0 watch=7
2026-03-13T17:42:32.675625 | deploy=0 watch=7
2026-03-13T17:43:32.676727 | deploy=0 watch=7
2026-03-13T17:44:32.677994 | deploy=0 watch=7
2026-03-13T17:45:32.679237 | deploy=0 watch=7
2026-03-13T17:46:32.680347 | deploy=0 watch=7
2026-03-13T17:47:32.681401 | deploy=0 watch=7
2026-03-13T17:48:32.683152 | deploy=0 watch=7
2026-03-13T17:49:32.684194 | deploy=0 watch=7
2026-03-13T17:50:32.685461 | deploy=0 watch=7
2026-03-13T17:51:32.686705 | deploy=0 watch=7
2026-03-13T17:52:32.688132 | deploy=0 watch=7
2026-03-13T17:53:32.689218 | deploy=0 watch=7
2026-03-13T17:54:32.690350 | deploy=0 watch=7
2026-03-13T17:55:32.691460 | deploy=0 watch=7
2026-03-13T17:56:32.692787 | deploy=0 watch=7
2026-03-13T17:57:32.693909 | deploy=0 watch=7
2026-03-13T17:58:32.695201 | deploy=0 watch=7
2026-03-13T17:59:32.696581 | deploy=0 watch=7
2026-03-13T18:00:32.697616 | deploy=0 watch=7
2026-03-13T18:01:32.698607 | deploy=0 watch=7
2026-03-13T18:02:32.699774 | deploy=0 watch=7
2026-03-13T18:03:32.700764 | deploy=0 watch=7
2026-03-13T18:04:32.701787 | deploy=0 watch=7
2026-03-13T18:05:32.702979 | deploy=0 watch=7
2026-03-13T18:06:32.703930 | deploy=0 watch=7
2026-03-13T18:07:32.705124 | deploy=0 watch=7
2026-03-13T18:08:32.706395 | deploy=0 watch=7
2026-03-13T18:09:32.707692 | deploy=0 watch=7
2026-03-13T18:10:32.708787 | deploy=0 watch=7
2026-03-13T18:11:32.710597 | deploy=0 watch=7
2026-03-13T18:12:32.711730 | deploy=0 watch=7
2026-03-13T18:13:32.712766 | deploy=0 watch=7
2026-03-13T18:14:32.713954 | deploy=0 watch=7
2026-03-13T18:15:32.715215 | deploy=0 watch=7
2026-03-13T18:16:32.716202 | deploy=0 watch=7
2026-03-13T18:17:32.717161 | deploy=0 watch=7
2026-03-13T18:18:32.718506 | deploy=0 watch=7
2026-03-13T18:19:32.719599 | deploy=0 watch=7
2026-03-13T18:20:32.720861 | deploy=0 watch=7
2026-03-13T18:21:32.721947 | deploy=0 watch=7
2026-03-13T18:22:32.723005 | deploy=0 watch=7
2026-03-13T18:23:32.723993 | deploy=0 watch=7
2026-03-13T18:24:32.725267 | deploy=0 watch=7
2026-03-13T18:25:32.726268 | deploy=0 watch=7
2026-03-13T18:26:32.727561 | deploy=0 watch=7
2026-03-13T18:27:32.728634 | deploy=0 watch=7
2026-03-13T18:28:32.729738 | deploy=0 watch=7
2026-03-13T18:29:32.730951 | deploy=0 watch=7
2026-03-13T18:30:32.732061 | deploy=0 watch=7
2026-03-13T18:31:32.733346 | deploy=0 watch=7
2026-03-13T18:32:32.734440 | deploy=0 watch=7
2026-03-13T18:33:32.735508 | deploy=0 watch=7
2026-03-13T18:34:32.736784 | deploy=0 watch=7
2026-03-13T18:35:32.737910 | deploy=0 watch=7
2026-03-13T18:36:32.739039 | deploy=0 watch=7
2026-03-13T18:37:32.740129 | deploy=0 watch=7
2026-03-13T18:38:32.741338 | deploy=0 watch=7
2026-03-13T18:39:32.742335 | deploy=0 watch=7
2026-03-13T18:40:32.743596 | deploy=0 watch=7
2026-03-13T18:41:32.744608 | deploy=0 watch=7
2026-03-13T18:42:32.745637 | deploy=0 watch=7
2026-03-13T18:43:32.746593 | deploy=0 watch=7
2026-03-13T18:44:32.747590 | deploy=0 watch=7
2026-03-13T18:45:32.748718 | deploy=0 watch=7
2026-03-13T18:46:32.750310 | deploy=0 watch=7
2026-03-13T18:47:32.751201 | deploy=0 watch=7
2026-03-13T18:48:32.752222 | deploy=0 watch=7
2026-03-13T18:49:32.753542 | deploy=0 watch=7
2026-03-13T18:50:32.754941 | deploy=0 watch=7
2026-03-13T18:51:32.756263 | deploy=0 watch=7
2026-03-13T18:52:32.757278 | deploy=0 watch=7
2026-03-13T18:53:32.758597 | deploy=0 watch=7
2026-03-13T18:54:32.759692 | deploy=0 watch=7
2026-03-13T18:55:32.760905 | deploy=0 watch=7
2026-03-13T18:56:32.762245 | deploy=0 watch=7
2026-03-13T18:57:32.763540 | deploy=0 watch=7
2026-03-13T18:58:32.764760 | deploy=0 watch=7
2026-03-13T18:59:32.765868 | deploy=0 watch=7
2026-03-13T19:00:32.767054 | deploy=0 watch=7
2026-03-13T19:01:32.768362 | deploy=0 watch=7
2026-03-13T19:02:32.769358 | deploy=0 watch=7
2026-03-13T19:03:32.770413 | deploy=0 watch=7
2026-03-13T19:04:32.771605 | deploy=0 watch=7
2026-03-13T19:05:32.772896 | deploy=0 watch=7
2026-03-13T19:06:32.773907 | deploy=0 watch=7
2026-03-13T19:07:32.775191 | deploy=0 watch=7
2026-03-13T19:08:32.776610 | deploy=0 watch=7
2026-03-13T19:09:32.777735 | deploy=0 watch=7
2026-03-13T19:10:32.778938 | deploy=0 watch=7
2026-03-13T19:11:32.780033 | deploy=0 watch=7
2026-03-13T19:12:32.781022 | deploy=0 watch=7
2026-03-13T19:13:32.782187 | deploy=0 watch=7
2026-03-13T19:14:32.783510 | deploy=0 watch=7
2026-03-13T19:15:32.784572 | deploy=0 watch=7
2026-03-13T19:16:32.785687 | deploy=0 watch=7
2026-03-13T19:17:32.786793 | deploy=0 watch=7
2026-03-13T19:18:32.788128 | deploy=0 watch=7
2026-03-13T19:19:32.789712 | deploy=0 watch=7
2026-03-13T19:20:32.790976 | deploy=0 watch=7
2026-03-13T19:21:32.792125 | deploy=0 watch=7
2026-03-13T19:22:32.793169 | deploy=0 watch=7
2026-03-13T19:23:32.794704 | deploy=0 watch=7
2026-03-13T19:24:32.796032 | deploy=0 watch=7
2026-03-13T19:25:32.797192 | deploy=0 watch=7
2026-03-13T19:26:32.798230 | deploy=0 watch=7
2026-03-13T19:27:32.799260 | deploy=0 watch=7
2026-03-13T19:28:32.802094 | deploy=0 watch=7
2026-03-13T19:29:32.803591 | deploy=0 watch=7
2026-03-13T19:30:32.804631 | deploy=0 watch=7
2026-03-13T19:31:32.805641 | deploy=0 watch=7
2026-03-13T19:32:32.806795 | deploy=0 watch=7
2026-03-13T19:33:32.808049 | deploy=0 watch=7
2026-03-13T19:34:32.809200 | deploy=0 watch=7
2026-03-13T19:35:32.810276 | deploy=0 watch=7
2026-03-13T19:36:32.811556 | deploy=0 watch=7
2026-03-13T19:37:32.812690 | deploy=0 watch=7
2026-03-13T19:38:32.814056 | deploy=0 watch=7
2026-03-13T19:39:32.815491 | deploy=0 watch=7
2026-03-13T19:40:32.816760 | deploy=0 watch=7
2026-03-13T19:41:32.817913 | deploy=0 watch=7
2026-03-13T19:42:32.819143 | deploy=0 watch=7
2026-03-13T19:43:32.820330 | deploy=0 watch=7
2026-03-13T19:44:32.821518 | deploy=0 watch=7
2026-03-13T19:45:32.822963 | deploy=0 watch=7
2026-03-13T19:46:32.824170 | deploy=0 watch=7
2026-03-13T19:47:32.825196 | deploy=0 watch=7
2026-03-13T19:48:32.826145 | deploy=0 watch=7
2026-03-13T19:49:32.827159 | deploy=0 watch=7
2026-03-13T19:50:32.828338 | deploy=0 watch=7
2026-03-13T19:51:32.829419 | deploy=0 watch=7
2026-03-13T19:52:32.830782 | deploy=0 watch=7
2026-03-13T19:53:32.832028 | deploy=0 watch=7
2026-03-13T19:54:32.833192 | deploy=0 watch=7
2026-03-13T19:55:32.834496 | deploy=0 watch=7
2026-03-13T19:56:32.835655 | deploy=0 watch=7
2026-03-13T19:57:32.836697 | deploy=0 watch=7
2026-03-13T19:58:32.838249 | deploy=0 watch=7
2026-03-13T19:59:32.839411 | deploy=0 watch=7
2026-03-13T20:00:32.840525 | deploy=0 watch=7
2026-03-13T20:01:32.841749 | deploy=0 watch=7
2026-03-13T20:02:32.842796 | deploy=0 watch=7
2026-03-13T20:03:32.844069 | deploy=0 watch=7
2026-03-13T20:04:32.845413 | deploy=0 watch=7
2026-03-13T20:05:32.846524 | deploy=0 watch=7
2026-03-13T20:06:32.847636 | deploy=0 watch=7
2026-03-13T20:07:32.848976 | deploy=0 watch=7
2026-03-13T20:08:32.850637 | deploy=0 watch=7
2026-03-13T20:09:32.852110 | deploy=0 watch=7
2026-03-13T20:10:32.853349 | deploy=0 watch=7
2026-03-13T20:11:32.854685 | deploy=0 watch=7
2026-03-13T20:12:32.855833 | deploy=0 watch=7
2026-03-13T20:13:32.857101 | deploy=0 watch=7
2026-03-13T20:14:32.858448 | deploy=0 watch=7
2026-03-13T20:15:32.859556 | deploy=0 watch=7
2026-03-13T20:16:32.860535 | deploy=0 watch=7
2026-03-13T20:17:32.861673 | deploy=0 watch=7
2026-03-13T20:18:32.863194 | deploy=0 watch=7
2026-03-13T20:19:32.864421 | deploy=0 watch=7
2026-03-13T20:20:32.865666 | deploy=0 watch=7
2026-03-13T20:21:32.866802 | deploy=0 watch=7
2026-03-13T20:22:32.868141 | deploy=0 watch=7
2026-03-13T20:23:32.869323 | deploy=0 watch=7
2026-03-13T20:24:32.870422 | deploy=0 watch=7
2026-03-13T20:25:32.871409 | deploy=0 watch=7
2026-03-13T20:26:32.872647 | deploy=0 watch=7
2026-03-13T20:27:32.873740 | deploy=0 watch=7
2026-03-13T20:28:32.874861 | deploy=0 watch=7
2026-03-13T20:29:32.876140 | deploy=0 watch=7
2026-03-13T20:30:32.878204 | deploy=0 watch=7
2026-03-13T20:31:32.879242 | deploy=0 watch=7
2026-03-13T20:32:32.880677 | deploy=0 watch=7
2026-03-13T20:33:32.881798 | deploy=0 watch=7
2026-03-13T20:34:32.883955 | deploy=0 watch=7
2026-03-13T20:35:32.884955 | deploy=0 watch=7
2026-03-13T20:36:32.886312 | deploy=0 watch=7
2026-03-13T20:37:32.887453 | deploy=0 watch=7
2026-03-13T20:38:32.888634 | deploy=0 watch=7
2026-03-13T20:39:32.890257 | deploy=0 watch=7
2026-03-13T20:40:32.891328 | deploy=0 watch=7
2026-03-13T20:41:32.892553 | deploy=0 watch=7
2026-03-13T20:42:32.893587 | deploy=0 watch=7
2026-03-13T20:43:32.894868 | deploy=0 watch=7
2026-03-13T20:44:32.896268 | deploy=0 watch=7
2026-03-13T20:45:32.897267 | deploy=0 watch=7
2026-03-13T20:46:32.898355 | deploy=0 watch=7
2026-03-13T20:47:32.899684 | deploy=0 watch=7
2026-03-13T20:48:32.900892 | deploy=0 watch=7
2026-03-13T20:49:32.902248 | deploy=0 watch=7
2026-03-13T20:50:32.903472 | deploy=0 watch=7
2026-03-13T20:51:32.904798 | deploy=0 watch=7
2026-03-13T20:52:32.905983 | deploy=0 watch=7
2026-03-13T20:53:32.907138 | deploy=0 watch=7
2026-03-13T20:54:32.908421 | deploy=0 watch=7
2026-03-13T20:55:32.909935 | deploy=0 watch=7
2026-03-13T20:56:32.911148 | deploy=0 watch=7
2026-03-13T20:57:32.912314 | deploy=0 watch=7
2026-03-13T20:58:32.913655 | deploy=0 watch=7
2026-03-13T20:59:32.914897 | deploy=0 watch=7
2026-03-13T21:00:32.916109 | deploy=0 watch=7
2026-03-13T21:01:32.917311 | deploy=0 watch=7
2026-03-13T21:02:32.918595 | deploy=0 watch=7
2026-03-13T21:03:32.919738 | deploy=0 watch=7
2026-03-13T21:04:32.920951 | deploy=0 watch=7
2026-03-13T21:05:32.922424 | deploy=0 watch=7
2026-03-13T21:06:32.923957 | deploy=0 watch=7
2026-03-13T21:07:32.925444 | deploy=0 watch=7
2026-03-13T21:08:32.926704 | deploy=0 watch=7
2026-03-13T21:09:32.928048 | deploy=0 watch=7
2026-03-13T21:10:32.929105 | deploy=0 watch=7
2026-03-13T21:11:32.930162 | deploy=0 watch=7
2026-03-13T21:12:32.932948 | deploy=0 watch=7
2026-03-13T21:13:32.933988 | deploy=0 watch=7
2026-03-13T21:14:32.935147 | deploy=0 watch=7
2026-03-13T21:15:32.936251 | deploy=0 watch=7
2026-03-13T21:16:32.937340 | deploy=0 watch=7
2026-03-13T21:17:32.938486 | deploy=0 watch=7
2026-03-13T21:18:32.940219 | deploy=0 watch=7
2026-03-13T21:19:32.941705 | deploy=0 watch=7
2026-03-13T21:20:32.943282 | deploy=0 watch=7
2026-03-13T21:21:32.944361 | deploy=0 watch=7
2026-03-13T21:22:32.945544 | deploy=0 watch=7
2026-03-13T21:23:32.947441 | deploy=0 watch=7
2026-03-13T21:24:32.948645 | deploy=0 watch=7
2026-03-13T21:25:32.949839 | deploy=0 watch=7
2026-03-13T21:26:32.951006 | deploy=0 watch=7
2026-03-13T21:27:32.952489 | deploy=0 watch=7
2026-03-13T21:28:32.953554 | deploy=0 watch=7
2026-03-13T21:29:32.954841 | deploy=0 watch=7
2026-03-13T21:30:32.956400 | deploy=0 watch=7
2026-03-13T21:31:32.957659 | deploy=0 watch=7
2026-03-13T21:32:32.960011 | deploy=0 watch=7
2026-03-13T21:33:32.961065 | deploy=0 watch=7
2026-03-13T21:34:32.962245 | deploy=0 watch=7
2026-03-13T21:35:32.963565 | deploy=0 watch=7
2026-03-13T21:36:32.964764 | deploy=0 watch=7
2026-03-13T21:37:32.965770 | deploy=0 watch=7
2026-03-13T21:38:32.966865 | deploy=0 watch=7
2026-03-13T21:39:32.968195 | deploy=0 watch=7
2026-03-13T21:40:32.969571 | deploy=0 watch=7
2026-03-13T21:41:32.970866 | deploy=0 watch=7
2026-03-13T21:42:32.971956 | deploy=0 watch=7
2026-03-13T21:43:32.973312 | deploy=0 watch=7
2026-03-13T21:44:32.974332 | deploy=0 watch=7
2026-03-13T21:45:32.975706 | deploy=0 watch=7
2026-03-13T21:46:32.976940 | deploy=0 watch=7
2026-03-13T21:47:32.978151 | deploy=0 watch=7
2026-03-13T21:48:32.979459 | deploy=0 watch=7
2026-03-13T21:49:32.980496 | deploy=0 watch=7
2026-03-13T21:50:32.981869 | deploy=0 watch=7
2026-03-13T21:51:32.982886 | deploy=0 watch=7
2026-03-13T21:52:32.984109 | deploy=0 watch=7
2026-03-13T21:53:32.985227 | deploy=0 watch=7
2026-03-13T21:54:32.986339 | deploy=0 watch=7
2026-03-13T21:55:32.987381 | deploy=0 watch=7
2026-03-13T21:56:32.988485 | deploy=0 watch=7
2026-03-13T21:57:32.989480 | deploy=0 watch=7
2026-03-13T21:58:32.990709 | deploy=0 watch=7
2026-03-13T21:59:32.991777 | deploy=0 watch=7
2026-03-13T22:00:32.993012 | deploy=0 watch=7
2026-03-13T22:01:32.994066 | deploy=0 watch=7
2026-03-13T22:02:32.995205 | deploy=0 watch=7
2026-03-13T22:03:32.996533 | deploy=0 watch=7
2026-03-13T22:04:32.997924 | deploy=0 watch=7
2026-03-13T22:05:32.999057 | deploy=0 watch=7
2026-03-13T22:06:33.000133 | deploy=0 watch=7
2026-03-13T22:07:33.001419 | deploy=0 watch=7
2026-03-13T22:08:33.002798 | deploy=0 watch=7
2026-03-13T22:09:33.004034 | deploy=0 watch=7
2026-03-13T22:10:33.005239 | deploy=0 watch=7
2026-03-13T22:11:33.006400 | deploy=0 watch=7
2026-03-13T22:12:33.007535 | deploy=0 watch=7
2026-03-13T22:13:33.008784 | deploy=0 watch=7
2026-03-13T22:14:33.009983 | deploy=0 watch=7
2026-03-13T22:15:33.011322 | deploy=0 watch=7
2026-03-13T22:16:33.012686 | deploy=0 watch=7
2026-03-13T22:17:33.013912 | deploy=0 watch=7
2026-03-13T22:18:33.014988 | deploy=0 watch=7
2026-03-13T22:19:33.016025 | deploy=0 watch=7
2026-03-13T22:20:33.017419 | deploy=0 watch=7
2026-03-13T22:21:33.018627 | deploy=0 watch=7
2026-03-13T22:22:33.019674 | deploy=0 watch=7
2026-03-13T22:23:33.020938 | deploy=0 watch=7
2026-03-13T22:24:33.022212 | deploy=0 watch=7
2026-03-13T22:25:33.023483 | deploy=0 watch=7
2026-03-13T22:26:33.024868 | deploy=0 watch=7
2026-03-13T22:27:33.026503 | deploy=0 watch=7
2026-03-13T22:28:33.027617 | deploy=0 watch=7
2026-03-13T22:29:33.028963 | deploy=0 watch=7
2026-03-13T22:30:33.029928 | deploy=0 watch=7
2026-03-13T22:31:33.031393 | deploy=0 watch=7
2026-03-13T22:32:33.032451 | deploy=0 watch=7
2026-03-13T22:33:33.033660 | deploy=0 watch=7
2026-03-13T22:34:33.034763 | deploy=0 watch=7
2026-03-13T22:35:33.035853 | deploy=0 watch=7
2026-03-13T22:36:33.037112 | deploy=0 watch=7
2026-03-13T22:37:33.038455 | deploy=0 watch=7
2026-03-13T22:38:33.039522 | deploy=0 watch=7
2026-03-13T22:39:33.040852 | deploy=0 watch=7
2026-03-13T22:40:33.042114 | deploy=0 watch=7
2026-03-13T22:41:33.043402 | deploy=0 watch=7
2026-03-13T22:42:33.044620 | deploy=0 watch=7
2026-03-13T22:43:33.045851 | deploy=0 watch=7
2026-03-13T22:44:33.047205 | deploy=0 watch=7
2026-03-13T22:45:33.048504 | deploy=0 watch=7
2026-03-13T22:46:33.049467 | deploy=0 watch=7
2026-03-13T22:47:33.050811 | deploy=0 watch=7
2026-03-13T22:48:33.051851 | deploy=0 watch=7
2026-03-13T22:49:33.052931 | deploy=0 watch=7
2026-03-13T22:50:33.054288 | deploy=0 watch=7
2026-03-13T22:51:33.055401 | deploy=0 watch=7
2026-03-13T22:52:33.056669 | deploy=0 watch=7
2026-03-13T22:53:33.057832 | deploy=0 watch=7
2026-03-13T22:54:33.058995 | deploy=0 watch=7
2026-03-13T22:55:33.060315 | deploy=0 watch=7
2026-03-13T22:56:33.061377 | deploy=0 watch=7
2026-03-13T22:57:33.062588 | deploy=0 watch=7
2026-03-13T22:58:33.063741 | deploy=0 watch=7
2026-03-13T22:59:33.064938 | deploy=0 watch=7
2026-03-13T23:00:33.066178 | deploy=0 watch=7
2026-03-13T23:01:33.067436 | deploy=0 watch=7
2026-03-13T23:02:33.068732 | deploy=0 watch=7
2026-03-13T23:03:33.070032 | deploy=0 watch=7
2026-03-13T23:04:33.071215 | deploy=0 watch=7
2026-03-13T23:05:33.072279 | deploy=0 watch=7
2026-03-13T23:06:33.073698 | deploy=0 watch=7
2026-03-13T23:07:33.074688 | deploy=0 watch=7
2026-03-13T23:08:33.075710 | deploy=0 watch=7
2026-03-13T23:09:33.077036 | deploy=0 watch=7
2026-03-13T23:10:33.078029 | deploy=0 watch=7
2026-03-13T23:11:33.079164 | deploy=0 watch=7
2026-03-13T23:12:33.080257 | deploy=0 watch=7
2026-03-13T23:13:33.081452 | deploy=0 watch=7
